               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004444,            0.004444,            0.004444
                 141,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,             0.00444,             0.00444,             0.00444
                 142,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004436,            0.004436,            0.004436
                 143,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004432,            0.004432,            0.004432
                 144,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004428,            0.004428,            0.004428
                 145,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004424,            0.004424,            0.004424
                 146,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,             0.00442,             0.00442,             0.00442
                 147,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004416,            0.004416,            0.004416
                 148,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004412,            0.004412,            0.004412
                 149,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004408,            0.004408,            0.004408
                 150,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004404,            0.004404,            0.004404
                 151,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,              0.0044,              0.0044,              0.0044
                 152,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004396,            0.004396,            0.004396
                 153,                 nan,                 nan,                   0,                   0,                   0,                   0,                   0,                 nan,                 nan,                   0,            0.004392,            0.004392,            0.004392
